q_ratio,M,mean_of_means,ci95_mean_lo,ci95_mean_hi,var_of_means,mean_of_vars,ci95_var_lo,ci95_var_hi,var_of_vars
0.41000000000000003,100,2.2328127182644155,2.160917851838223,2.304707584690608,0.1345499744491886,0.33269138951919386,0.2890337612503683,0.37634901778801944,0.049614444660010366
0.42,100,2.7595839279585963,2.6897297274909047,2.829438128426288,0.1270202343549675,0.4097585034203353,0.35141531980103835,0.4681016870396323,0.08860701465105686
0.43,100,3.4105215577721197,3.3280384252402704,3.493004690303969,0.17709983216020952,0.5041600164657423,0.4562031237768285,0.552116909154656,0.059867335390878684
0.44,100,3.981335673752528,3.896689246171565,4.065982101333491,0.18651128962461377,0.5738171858893703,0.5139026008323392,0.6337317709464013,0.09344433315691934
0.45,100,4.639681166814582,4.554809726847342,4.724552606781822,0.1875041993469601,0.6553413217235687,0.6109855861833535,0.699697057263784,0.05121385035697387
0.46,100,5.312042308122566,5.207612830206767,5.416471786038365,0.2838795256603094,0.7674796476505632,0.6870187362556635,0.847940559045463,0.16852244540029968
0.47000000000000003,100,5.833719443484637,5.729812191278229,5.937626695691045,0.2810474037142382,0.8498736677736902,0.7392130726705242,0.9605342628768563,0.31876737059003674
0.48,100,6.1740631740143295,6.064799852291202,6.283326495737457,0.3107682599430341,0.9260771762069409,0.8547236565540068,0.9974306958598749,0.1325313610699094
0.49,100,6.431362382324919,6.3208680261694035,6.541856738480435,0.31781035876254854,0.9432852237617659,0.8589081442464337,1.0276623032770982,0.18532620646440814
0.5,100,6.452634553760822,6.342209361998163,6.56305974552348,0.3174126139061839,1.2634450066792062,0.6527572986709367,1.8741327146874758,9.707920572480045
0.51,100,6.31737189270632,6.203055622423208,6.431688162989432,0.3401762195814631,0.9313323545033892,0.8669953942916241,0.9956693147151544,0.10774792922975476
0.52,100,6.1908773882208505,6.097890420218199,6.283864356223502,0.22507747340498993,0.9247027469603366,0.8182772260650489,1.0311282678556242,0.29483526389611914
0.53,100,5.8162881385336265,5.712775132945549,5.9198011441217036,0.278918740261279,0.8099570499434318,0.7439996385918511,0.8759144612950124,0.11324396377034612
0.54,100,5.339304303450668,5.244062290328388,5.434546316572948,0.2361266415968468,0.8244894155650669,0.6951190334420274,0.9538597976881065,0.43566992322629305
0.55,100,4.7032388707596695,4.605869481981644,4.800608259537695,0.2467929474959978,0.6728128483845388,0.6113897856396505,0.7342359111294271,0.0982088878842797
0.56,100,4.0726402821151515,3.9899162821497693,4.155364282080534,0.1781356770687364,0.6155913703659321,0.5526567703388516,0.6785259703930127,0.1031019335841473
0.5700000000000001,100,3.4261779485972266,3.3524316930826314,3.4999242041118217,0.1415688828202828,0.8425098300308888,0.16678609719405624,1.5182335628677213,11.885739356490603
0.58,100,2.8181139301393885,2.7492113080483143,2.8870165522304627,0.1235831770883327,0.3914706214376365,0.36391996554025213,0.41902127733502087,0.01975839859371301
0.59,100,2.238766046861302,2.1749339890407344,2.3025981046818695,0.10606340081237724,0.3196322537281022,0.284850216933859,0.35441429052234547,0.031491828497399295
0.6,100,1.764001132401594,1.7041005129179252,1.823901751885263,0.09340077609660805,0.24114378500065853,0.22136415676834192,0.26092341323297513,0.010184134032920024
0.61,100,1.2983124116874114,1.2467195675137235,1.3499052558610993,0.06928939946716038,0.18022994065328374,0.16479230448918508,0.1956675768173824,0.006203681027048272
0.62,100,0.9568428729786675,0.9106602097024081,1.003025536254927,0.055519533196802306,0.13590431189156613,0.11732134080221338,0.15448728298091888,0.008989140319338822
0.63,100,0.6703136749706328,0.6329417158107621,0.7076856341305034,0.03635629246790505,0.0912517800147106,0.08136775703924654,0.10113580299017466,0.0025430526389916
0.64,100,0.4600823893082095,0.42968526296597676,0.49047951565044223,0.024052095217244347,0.06422606739013048,0.05550161655987319,0.07295051822038777,0.0019813630333605035
0.65,100,0.315556099921312,0.2887667095677674,0.3423454902748566,0.018681576309730007,0.04486893755604693,0.037202139001504375,0.05253573611058948,0.0015300864243007015
0.66,100,0.21902641294941622,0.19172465630171415,0.24632816959711828,0.019403006977570407,0.1266974094547085,-0.05811544247907574,0.31151026138849275,0.8891032444788332
0.67,100,0.12293116555095585,0.10577597856714988,0.14008635253476182,0.007660881935895088,0.016194403596303655,0.013151042991963627,0.019237764200643683,0.00024109859871014434
0.68,100,0.07033126428023988,0.05700603099208649,0.08365649756839327,0.004622080440017474,0.009980749624267572,0.006609583526920329,0.013351915721614815,0.00029583404976841533
0.6900000000000001,100,0.041196229486007645,0.03233836412267523,0.05005409484934006,0.002042424479251459,0.005163525140851797,0.003635557374930814,0.0066914929067727795,6.0773778990357126e-05
0.7000000000000001,100,0.029310036577885064,0.022075884621680423,0.03654418853408971,0.001362269745040073,0.004262537096778749,0.0024788686236484505,0.006046205569909048,8.281635834128934e-05
0.71,100,0.013941031748458827,0.009328988448103884,0.01855307504881377,0.0005537001094426523,0.0013554963675110174,0.0007925311097280544,0.0019184616252939804,8.249944852942472e-06
0.72,100,0.008068374917239768,0.004366822534396684,0.011769927300082852,0.00035666102777309744,0.0010131203686445738,0.000436631564753395,0.0015896091725357527,8.651065728131036e-06
0.73,100,0.003208411302108821,0.0011022568766976266,0.005314565727520015,0.00011546976425653784,0.0003742277580187813,3.83866471665788e-05,0.0007100688688709837,2.9359967653696727e-06
0.74,100,0.0009626165697285918,0.00020251922120521296,0.0017227139182519706,1.5039253936700092e-05,7.06756278114895e-05,2.698981084394233e-06,0.00013865227453858478,1.202838530888253e-07
0.75,100,0.002009166491643523,-0.0004063679239109711,0.0044247009071980165,0.0001518848009352403,0.00018730930970005104,-7.24281434384843e-05,0.00044704676283858634,1.7561314182344029e-06
0.76,100,0.0006495188781948781,-0.0002756920366714015,0.0015747297930611577,2.2282778971982985e-05,0.0001067623236602546,-7.136645973492603e-05,0.0002848911070554352,8.259543803063093e-07
0.77,100,8.249145254990537e-05,-3.922904089402539e-05,0.00020421194599383612,3.8566947428764035e-07,4.822140569622272e-06,-2.8269986694486534e-06,1.2471279808693196e-05,1.5230458949056266e-09
0.78,100,3.832745055104192e-06,-3.679435252900021e-06,1.1344925363108405e-05,1.4689934657425625e-09,1.454303531085146e-07,-1.3961313898417393e-07,4.304738452012031e-07,2.1149987605267234e-12
0.79,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.81,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8200000000000001,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8300000000000001,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.86,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.87,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.89,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.91,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.93,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9400000000000001,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9500000000000001,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
