q_ratio,M,mean_of_means,ci95_mean_lo,ci95_mean_hi,var_of_means,mean_of_vars,ci95_var_lo,ci95_var_hi,var_of_vars
0.46,100,5.279262308135806,5.165430173492819,5.393094442778793,0.33730099118541934,0.8177802693271434,0.6973408689988041,0.9382196696554828,0.3775939491735207
0.47000000000000003,100,5.845127255144867,5.731049220637896,5.9592052896518375,0.3387598385301353,0.7598905788122992,0.7144720341999079,0.8053091234246904,0.053697526934292396
0.48,100,6.155507803918998,6.03543888782437,6.2755767200136265,0.3752744849057423,0.8959265809980576,0.8281077323497712,0.9637454296463439,0.11972605768375617
0.49,100,6.3173502862895425,6.196860744076531,6.437839828502554,0.37790841791704405,0.9346322646817856,0.8627797842187211,1.0064847451448502,0.1343913720505795
0.5,100,6.557302485192367,6.441759296342997,6.672845674041738,0.34751740132969033,0.9207426128093767,0.851281011051097,0.9902042145676565,0.12559647331387566
0.51,100,6.493779753185634,6.377049008432267,6.610510497939001,0.35469769811213403,0.9253662743832531,0.8335698934171495,1.0171626553493567,0.21935067572037784
0.52,100,6.1517712519573164,6.047796811749623,6.25574569216501,0.28141098022967365,0.872435486281676,0.806429841848982,0.93844113071437,0.11340964954641872
0.53,100,5.6828359464132765,5.573251280016812,5.792420612809741,0.31259889393024587,0.8217887141090849,0.7316886578006101,0.9118887704175598,0.2113187251871703
0.54,100,5.178131993876748,5.079055235617834,5.277208752135661,0.2555238449368811,0.7695927171010101,0.6904811846433299,0.8487042495586903,0.16291739295612742
0.55,100,4.626519814275804,4.529543465957589,4.723496162594019,0.24480456406538226,0.7173039070788834,0.6437877499461283,0.7908200642116384,0.14068683255851544
0.56,100,3.9985395127835948,3.9093712707746104,4.087707754792579,0.20697041292619706,0.5500705531729211,0.508336933165702,0.5918041731801401,0.04533775090865653
0.5700000000000001,100,3.3898533657822765,3.321219012793427,3.458487718771126,0.1226227199655876,0.4645133336589425,0.42673695366012687,0.5022897136577581,0.03714740956411178
0.58,100,2.7957979806865296,2.728481752483873,2.8631142088891863,0.11795800133882076,0.4094449117659507,0.3633511431798748,0.4555386803520266,0.05530600537449804
0.59,100,2.234230724133497,2.1676766042334803,2.3007848440335135,0.11530224062020439,0.32528172871500927,0.2906190402160449,0.35994441721397363,0.031276082204712494
0.6,100,1.7482382652184905,1.682147389751854,1.814329140685127,0.11370272334304565,0.2768596983129811,0.24439351264485293,0.3093258839811092,0.027437869945787403
0.61,100,1.3311903539432977,1.2776238834085916,1.3847568244780037,0.07469197119808257,0.18685531598631908,0.1688628796813643,0.20484775229127386,0.008426899317676356
0.62,100,0.9617621787239052,0.9159213295814996,1.0076030278663108,0.054700735373198514,0.13636027030736256,0.12380266964074985,0.14891787097397527,0.004104886883124531
0.63,100,0.6829193951698559,0.6449671674364077,0.7208716229033041,0.037494054298508696,0.09166727583752024,0.08169974431085063,0.10163480736418985,0.002586205870865075
0.64,100,0.502904766723091,0.46830340714706764,0.5375061262991144,0.031165506156530225,0.07687456852915153,0.06478403117886132,0.08896510587944174,0.0038052138020294346
0.65,100,0.32185638937285965,0.29270025334288186,0.35101252540283745,0.022128286864810696,0.047740958291186686,0.0386254166503195,0.05685649993205387,0.0021629815547267693
0.66,100,0.21423901059282535,0.19301767175649295,0.23546034942915775,0.011722855633236924,0.03566791557669198,0.025571077330973593,0.04576475382241037,0.00265374173678159
0.67,100,0.1331122815148396,0.1141234323651795,0.15210113066449968,0.009386099334354095,0.018788344650629035,0.014351287560729308,0.023225401740528763,0.0005124811437689882
0.68,100,0.08702612854771317,0.07178291708090306,0.10226934001452329,0.006048404201944272,0.01188867898750048,0.008615838637779791,0.01516151933722117,0.0002788287160235278
0.6900000000000001,100,0.05258220522444765,0.040232287056347495,0.0649321233925478,0.0039702332038413736,0.008691981763867027,0.005231666672215552,0.012152296855518501,0.00031168733167198447
0.7000000000000001,100,0.02894247185741017,0.020881581822313894,0.03700336189250645,0.0016914293044021883,0.0037359975074315386,0.0019701093476338304,0.005501885667229247,8.117349523411433e-05
0.71,100,0.017354548578728975,0.011868559715874083,0.022840537441583868,0.0007834254946732593,0.0019948788454202952,0.001174374045775734,0.0028153836450648564,1.7524680503950472e-05
0.72,100,0.00953861026627597,0.0052343179745557075,0.013842902557996231,0.00048227124460023074,0.0017409798072153739,0.0005694256099252509,0.002912534004505497,3.5728322500731585e-05
0.73,100,0.0037929171522460264,0.0009165479203739882,0.006669286384118065,0.00021536599224438097,0.0004709805221310423,2.8094827661096498e-05,0.0009138662166009882,5.105886567214864e-06
0.74,100,0.0008795626485825394,-0.00012891747775776335,0.0018880427749228422,2.647418172697191e-05,5.022317405957091e-05,-6.0753036610296425e-06,0.00010652165178017147,8.250516955583501e-08
0.75,100,0.0005013384908257284,-0.0001609039731922927,0.0011635809548437496,1.1416208901204183e-05,4.162259494245592e-05,-2.1140882265572053e-05,0.0001043860721504839,1.0254201559877774e-07
0.76,100,0.0008817688792542581,-0.0008080144249206313,0.0025715521834291473,7.432756182497413e-05,0.0004467953981717702,-0.0004268581278309888,0.0013204489241745291,1.986855694234313e-05
0.77,100,4.025164413282701e-05,-3.86415783675139e-05,0.00011914486663316792,1.620194855395746e-07,2.686965185590025e-06,-2.5794865781664228e-06,7.953416949346473e-06,7.219781908572837e-10
0.78,100,4.037927398132314e-06,-3.8764103022070235e-06,1.1952265098471651e-05,1.63048576725876e-09,1.61418090958617e-07,-1.5496136732027244e-07,4.777975492375065e-07,2.605580008872437e-12
0.79,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.81,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8200000000000001,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8300000000000001,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.86,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.87,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.89,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.91,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.93,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9400000000000001,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9500000000000001,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
